steps,return
2241,57.59803736869226
2244,62.416085034028015
2247,61.387993766056226
2250,57.956322754414316
2253,57.55173593825784
2256,59.29543032165908
2259,60.04706099481268
2262,54.698770970024256
2265,60.02536866375251
2268,60.311116596971
2271,61.02133820008309
2274,59.35195893377846
2277,59.00103349491743
2280,57.44237601979279
2283,56.28454192766951
2286,54.59054615583186
2289,57.51174702405682
2292,59.3590661517832
2295,57.0497166662919
2298,58.40298106865348
2301,58.475512467302096
2304,62.4107712526364
2307,63.52149700678895
2310,60.51476926319979
2313,56.61409165329883
2316,54.778542582850946
2319,60.11696754800723
2322,58.75126758298196
2325,58.61901727576087
2328,58.14599464667178
2331,60.15032564112367
2334,60.602446183637674
2337,59.58870227522895
2340,56.70052948579549
2343,59.30951436001824
2346,56.04940766362911
2349,55.892964587697506
2352,60.63666922889409
2355,57.711817862065516
2358,58.59183388339983
2361,59.53219306898419
2364,58.93656223037616
2367,56.90581219547566
2370,54.323778379651195
2373,58.634319001009445
2376,57.43184094113136
2379,59.588532232505955
2382,61.8759503136522
2385,56.46410772771098
2388,56.156335261736274
2391,56.6542777882838
2394,59.26927211846562
2397,58.11620479724125
2400,57.77100346660162
2403,60.57810981950833
2406,62.85830728830452
2409,56.812728450259286
2412,61.041653818583896
2415,54.84553622226325
2418,60.99969010350668
2421,59.96579532870045
2424,58.73815731710452
2427,59.0854328967182
2430,55.31099620124114
2433,58.43629014334992
2436,62.25806021613342
2439,56.35599690164106
2442,56.55996145817462
2445,55.96604257972295
2448,59.1668721019019
2451,60.61896174057531
2454,58.34990658523126
2457,60.5546011398906
2460,58.99840263309716
2463,63.41425900554331
2466,58.45642309311105
2469,59.04312492117293
2472,56.1690772656684
2475,58.372292977915095
2478,61.73287003682683
2481,56.092418217799334
2484,57.09097695993398
2487,57.93590994116994
2490,59.696566311774994
2493,57.085096983112045
2496,58.682273903406404
2499,59.45822707985934
2502,59.678688296937096
2505,57.64543177947185
2508,59.16178184418584
2511,56.63165843298471
2514,62.5978080415061
2517,58.48481245826298
2520,59.883323376928956
2523,57.808177736693985
2526,58.22585085629502
2529,56.543284349375405
2532,60.918815796003834
2535,60.1642022227273
2538,59.34215320703828
2541,62.90442933501818
2544,60.47200783421321
2547,62.12145736252579
2550,58.288865064685204
2553,57.168915039075536
2556,58.60125793179234
2559,60.143424997718476
2562,60.1293895119728
2565,57.22668851498512
2568,57.11687556422353
2571,57.77320612801856
2574,56.157457985142194
2577,59.203211080429
2580,59.89452491737893
2583,58.780428713219365
2586,54.990809619328125
2589,58.76444452333774
2592,59.99098719392423
2595,59.18446163375476
2598,56.501082262745
2601,55.87690033698702
2604,60.26045310243383
2607,59.60469884002663
2610,55.28984722722735
2613,58.879186346437464
2616,58.958187359113175
2619,55.59095639275135
2622,60.70100209425575
2625,60.33110931687976
2628,54.65160509641129
2631,59.28142857254405
2634,60.560763411482796
2637,57.80759281566179
2640,56.95789389564034
2643,59.18229470450475
2646,61.81398853369133
2649,60.391913117299396
2652,60.730583107388
2655,58.4354720690283
2658,57.20719956588781
2661,58.88532660866974
2664,60.448562520204725
2667,59.51914112475579
2670,59.41006361960253
2673,60.16015134569231
2676,57.975908698377644
2679,59.251165949743765
2682,62.194648451283456
2685,59.492210184728854
2688,55.01129831634794
2691,56.875948352376916
2694,59.3265196382608
2697,61.4745644629635
2700,57.128128504994905
2703,59.4712511562761
2706,59.63914014060505
2709,60.153204969306
2712,55.70981244300052
2715,57.37800416743403
2718,58.297280714532484
2721,61.62739509905994
2724,60.476724253218094
2727,58.244760657826305
2730,59.38949942542162
2733,57.74275653485224
2736,61.855231117583344
2739,56.524709938525135
2742,60.79448922931183
2745,57.48432131792183
2748,58.76453883460516
2751,60.83475036885776
2754,52.12622750234091
2757,57.581343049962015
2760,57.19149591699649
2763,57.73663849829832
2766,58.02419190154227
2769,56.46176464309764
2772,59.67727392928587
2775,61.04451256001746
2778,55.537779498060594
2781,63.2386482506338
2784,54.980448614195765
2787,58.02977725442099
2790,60.76328817577363
2793,62.46378242442172
2796,60.62502708334714
2799,60.61888814775244
2802,57.27461674854122
2805,58.278157783134944
2808,59.060159074162826
2811,59.60079959829701
2814,60.077120678988834
2817,56.06675502404287
2820,59.27064007329344
2823,57.40452264796877
2826,59.078822569940314
2829,58.5803223136283
2832,59.23859985257307
2835,55.771394551957385
2838,57.989948745913196
2841,55.90993420562954
2844,58.76819263267454
2847,57.51270898019051
2850,60.24347224931561
2853,60.96695303363109
2856,61.88420275686752
2859,57.60155953507903
2862,59.130111711281145
2865,56.87197838560007
2868,60.36878922511185
2871,59.19167057698595
2874,58.68260240512992
2877,60.959823323714694
2880,58.02926724708643
2883,59.32765660561283
2886,60.654554015210124
2889,55.5987577385567
2892,57.69925834208468
2895,57.43027035030228
2898,60.182754472345174
2901,59.7570497382675
2904,58.54808765040514
2907,57.57254376062542
2910,59.63878991398335
2913,58.796064625953264
2916,59.87151082765881
2919,59.54910626398316
2922,58.453649345172074
2925,58.22838119587057
2928,60.43406228797734
2931,55.9868815900295
2934,61.834187798067966
2937,57.16619247514792
2940,58.02861142232356
2943,59.2881299301052
2946,60.33148671506503
2949,60.11453769716577
2952,61.19475775522606
2955,59.74015209494098
2958,59.44514790310005
2961,59.611907452355354
2964,56.18202512004807
2967,59.66548581560903
2970,61.03886133407671
2973,60.60523572017031
2976,59.13505566947731
2979,60.785501702492866
2982,60.1537988663836
2985,58.852547623348165
2988,58.92347161185148
2991,59.98990408356057
2994,57.28037118454174
2997,57.181292131706584
3000,60.02688070427331
3003,60.75708726332132
3006,59.51642182651447
3009,59.61581722185281
3012,60.037411471088525
3015,61.864114689832505
3018,59.65699219935526
3021,58.022961940606024
3024,55.80473800111868
3027,57.66273056082548
3030,55.487525979937914
3033,60.72861174021466
3036,57.42557102885079
3039,61.47701348541368
3042,56.75132722715218
3045,59.2577573439299
3048,58.69382708997997
3051,60.9723041114416
3054,59.92764740057587
3057,61.25808091411098
3060,57.381498897174346
3063,57.30875363590552
3066,56.35655215036638
3069,58.32074389598811
3072,62.708694926944005
3075,58.10949438795509
3078,59.31007567438614
3081,57.072164386362246
3084,59.87721393859255
3087,55.0388044602217
3090,57.406525736182765
3093,61.40653969426721
3096,58.10332020735969
3099,59.501732666977794
3102,59.36590952541651
3105,60.76494739210089
3108,59.952767029222535
3111,60.15477823587086
3114,57.97566979737299
3117,60.72339774321618
3120,60.02894510251743
3123,56.760504101841455
3126,60.01630124131634
3129,59.11984778091763
3132,57.27060635584256
3135,58.14316745356223
3138,59.0499972364987
3141,59.78815556714935
3144,57.886248310643325
3147,57.5103496975628
3150,61.66021081266831
3153,59.384802598636
3156,58.47663099452867
3159,59.87348108115666
3162,57.886649419426455
